Country,date,Highest_infected_population,Population,Total_cases_percentage
Netherlands,2020-08-11,60391,17134873,0.35
"North Macedonia",2020-07-07,7244,2083380,0.35
Norway,2020-10-28,19069,5421242,0.35
Hungary,2020-10-08,34046,9660350,0.35
India,2020-09-13,4846427,1380004385,0.35
Indonesia,2021-01-21,951651,273523621,0.35
Indonesia,2021-01-22,965283,273523621,0.35
Iran,2020-07-26,291172,83992953,0.35
Iran,2020-07-27,293606,83992953,0.35
Iran,2020-07-28,296273,83992953,0.35
Iraq,2020-08-06,140603,40222503,0.35
Israel,2020-07-05,30147,8655541,0.35
Italy,2020-05-02,209328,60461828,0.35
Italy,2020-05-03,210717,60461828,0.35
Italy,2020-05-04,211938,60461828,0.35
Italy,2020-05-05,213013,60461828,0.35
Italy,2020-05-06,214457,60461828,0.35
Jamaica,2020-11-21,10240,2961161,0.35
Jamaica,2020-11-22,10284,2961161,0.35
Jamaica,2020-11-23,10343,2961161,0.35
Jamaica,2020-11-24,10422,2961161,0.35
Jamaica,2020-11-25,10488,2961161,0.35
Hungary,2020-10-07,33114,9660350,0.34
India,2020-09-11,4659984,1380004385,0.34
India,2020-09-12,4754356,1380004385,0.34
Indonesia,2021-01-18,917015,273523621,0.34
Indonesia,2021-01-19,927380,273523621,0.34
Indonesia,2021-01-20,939948,273523621,0.34
Iran,2020-07-22,281413,83992953,0.34
Iran,2020-07-23,284034,83992953,0.34
Iran,2020-07-24,286523,83992953,0.34
Iran,2020-07-25,288839,83992953,0.34
Iraq,2020-08-05,137556,40222503,0.34
Ireland,2020-04-22,16671,4937796,0.34
Israel,2020-07-04,29316,8655541,0.34
Italy,2020-04-29,203591,60461828,0.34
Italy,2020-04-30,205463,60461828,0.34
Italy,2020-05-01,207428,60461828,0.34
Jamaica,2020-11-16,9929,2961161,0.34
Jamaica,2020-11-17,9959,2961161,0.34
Jamaica,2020-11-18,10019,2961161,0.34
Jamaica,2020-11-19,10088,2961161,0.34
Jamaica,2020-11-20,10151,2961161,0.34
Libya,2020-09-14,23515,6871287,0.34
Liechtenstein,2020-10-06,130,38137,0.34
Liechtenstein,2020-10-07,131,38137,0.34
Malaysia,2020-12-29,108615,32365998,0.34
Malaysia,2020-12-30,110485,32365998,0.34
Maldives,2020-06-01,1829,540542,0.34
Maldives,2020-06-02,1841,540542,0.34
Maldives,2020-06-03,1850,540542,0.34
Malta,2020-08-20,1510,441539,0.34
Russia,2020-06-10,493023,145934460,0.34
Russia,2020-06-11,501800,145934460,0.34
"Saint Lucia",2021-01-18,621,183629,0.34
"Sao Tome and Principe",2020-07-15,737,219161,0.34
"Sao Tome and Principe",2020-07-16,740,219161,0.34
"Sao Tome and Principe",2020-07-17,741,219161,0.34
"Sao Tome and Principe",2020-07-18,743,219161,0.34
"Sao Tome and Principe",2020-07-19,746,219161,0.34
"Sao Tome and Principe",2020-07-20,746,219161,0.34
"Sao Tome and Principe",2020-07-21,746,219161,0.34
"Sao Tome and Principe",2020-07-22,747,219161,0.34
"Sao Tome and Principe",2020-07-23,749,219161,0.34
"Saudi Arabia",2020-06-12,119942,34813867,0.34
Serbia,2020-07-24,22852,6804596,0.34
Serbia,2020-07-25,22852,6804596,0.34
Pakistan,2021-04-15,745182,220892331,0.34
Pakistan,2021-04-16,750158,220892331,0.34
Pakistan,2021-04-17,756285,220892331,0.34
Pakistan,2021-04-18,761437,220892331,0.34
Palestine,2020-08-18,17306,5101416,0.34
Panama,2020-06-03,14609,4314768,0.34
Paraguay,2020-09-08,24214,7132530,0.34
Peru,2020-05-22,111698,32971846,0.34
Philippines,2020-10-24,367819,109581085,0.34
Philippines,2020-10-25,370028,109581085,0.34
Philippines,2020-10-26,371630,109581085,0.34
Philippines,2020-10-27,373144,109581085,0.34
Philippines,2020-10-28,375180,109581085,0.34
Philippines,2020-10-29,376935,109581085,0.34
Poland,2020-10-12,130210,37846605,0.34
Portugal,2020-06-06,34351,10196707,0.34
Portugal,2020-06-07,34693,10196707,0.34
Portugal,2020-06-08,34885,10196707,0.34
Romania,2020-08-12,65177,19237682,0.34
Namibia,2020-09-05,8514,2540916,0.34
Namibia,2020-09-06,8685,2540916,0.34
Nepal,2020-10-08,98617,29136808,0.34
Netherlands,2020-08-06,57465,17134873,0.34
Netherlands,2020-08-07,58117,17134873,0.34
Netherlands,2020-08-08,58717,17134873,0.34
"North Macedonia",2020-07-05,7046,2083380,0.34
"North Macedonia",2020-07-06,7124,2083380,0.34
Norway,2020-10-26,18342,5421242,0.34
Norway,2020-10-27,18666,5421242,0.34
Oman,2020-06-08,17486,5106622,0.34
Mauritania,2021-01-11,15611,4649660,0.34
Mauritania,2021-01-12,15707,4649660,0.34
Mauritania,2021-01-13,15794,4649660,0.34
Mauritania,2021-01-14,15893,4649660,0.34
Mauritania,2021-01-15,15963,4649660,0.34
Mauritania,2021-01-16,15999,4649660,0.34
Mauritania,2021-01-17,16039,4649660,0.34
Mexico,2020-08-01,434193,128932753,0.34
Mexico,2020-08-02,439046,128932753,0.34
Mexico,2020-08-03,443813,128932753,0.34
Moldova,2020-06-19,13556,4033963,0.34
Monaco,2020-08-09,133,39244,0.34
Monaco,2020-08-10,133,39244,0.34
Morocco,2020-09-30,123653,36910558,0.34
Morocco,2020-10-01,126044,36910558,0.34
Japan,2021-02-20,423952,126476458,0.34
Japan,2021-02-21,424988,126476458,0.34
Japan,2021-02-22,425725,126476458,0.34
Japan,2021-02-23,426828,126476458,0.34
Japan,2021-02-24,427732,126476458,0.34
Japan,2021-02-25,428816,126476458,0.34
Japan,2021-02-26,429873,126476458,0.34
Japan,2021-02-27,431093,126476458,0.34
Japan,2021-02-28,432090,126476458,0.34
Japan,2021-03-01,432778,126476458,0.34
Japan,2021-03-02,433700,126476458,0.34
Japan,2021-03-03,434944,126476458,0.34
Japan,2021-03-04,436093,126476458,0.34
Jordan,2020-10-16,34548,10203140,0.34
Kazakhstan,2020-07-14,63514,18776707,0.34
Latvia,2020-11-03,6439,1886202,0.34
Lebanon,2020-09-11,22983,6825442,0.34
Colombia,2020-07-16,173206,50882884,0.34
Comoros,2021-02-04,2975,869595,0.34
"Costa Rica",2020-07-30,17290,5094114,0.34
Croatia,2020-09-16,14029,4105268,0.34
Cuba,2021-02-14,38289,11326616,0.34
Cuba,2021-02-15,39004,11326616,0.34
Estonia,2020-10-27,4465,1326539,0.34
Eswatini,2020-08-17,3894,1160164,0.34
Eswatini,2020-08-18,3989,1160164,0.34
Finland,2020-11-13,18858,5540718,0.34
Finland,2020-11-14,19102,5540718,0.34
France,2020-07-31,227239,67564251,0.34
France,2020-08-01,227302,67564251,0.34
France,2020-08-02,227305,67564251,0.34
France,2020-08-03,230665,67564251,0.34
France,2020-08-04,231636,67564251,0.34
Gabon,2020-08-01,7531,2225728,0.34
Gabon,2020-08-02,7531,2225728,0.34
Gabon,2020-08-03,7646,2225728,0.34
Gabon,2020-08-04,7646,2225728,0.34
Georgia,2020-10-14,13521,3989175,0.34
Germany,2020-09-24,281346,83783945,0.34
Germany,2020-09-25,283712,83783945,0.34
Germany,2020-09-26,285026,83783945,0.34
Germany,2020-09-27,286339,83783945,0.34
Germany,2020-09-28,288631,83783945,0.34
Greece,2020-10-29,35510,10423056,0.34
Guatemala,2020-08-13,60284,17915567,0.34
Guatemala,2020-08-14,61428,17915567,0.34
Guyana,2020-09-25,2709,786559,0.34
Honduras,2020-07-19,33835,9904608,0.34
Albania,2020-09-02,9728,2877800,0.34
Albania,2020-09-03,9844,2877800,0.34
Argentina,2020-07-24,153520,45195777,0.34
Armenia,2020-06-02,10009,2963234,0.34
Austria,2020-09-09,30583,9006400,0.34
Azerbaijan,2020-08-14,34018,10139175,0.34
Azerbaijan,2020-08-15,34107,10139175,0.34
Azerbaijan,2020-08-16,34219,10139175,0.34
Azerbaijan,2020-08-17,34343,10139175,0.34
Azerbaijan,2020-08-18,34474,10139175,0.34
Azerbaijan,2020-08-19,34620,10139175,0.34
Azerbaijan,2020-08-20,34759,10139175,0.34
Azerbaijan,2020-08-21,34921,10139175,0.34
Cyprus,2020-10-21,2966,875899,0.34
Czechia,2020-09-13,36188,10708982,0.34
Denmark,2020-09-11,19646,5792203,0.34
Djibouti,2020-05-31,3354,988002,0.34
Ecuador,2020-07-02,59468,17643060,0.34
Ecuador,2020-07-03,60657,17643060,0.34
"El Salvador",2020-08-13,21993,6486201,0.34
"El Salvador",2020-08-14,22314,6486201,0.34
"Equatorial Guinea",2020-07-31,4821,1402985,0.34
"Equatorial Guinea",2020-08-01,4821,1402985,0.34
"Equatorial Guinea",2020-08-02,4821,1402985,0.34
"Equatorial Guinea",2020-08-03,4821,1402985,0.34
"Equatorial Guinea",2020-08-04,4821,1402985,0.34
"Equatorial Guinea",2020-08-05,4821,1402985,0.34
"Equatorial Guinea",2020-08-06,4821,1402985,0.34
"Equatorial Guinea",2020-08-07,4821,1402985,0.34
"Equatorial Guinea",2020-08-08,4821,1402985,0.34
"Equatorial Guinea",2020-08-09,4821,1402985,0.34
"Equatorial Guinea",2020-08-10,4821,1402985,0.34
"Equatorial Guinea",2020-08-11,4821,1402985,0.34
"Equatorial Guinea",2020-08-12,4821,1402985,0.34
"Equatorial Guinea",2020-08-13,4821,1402985,0.34
"Equatorial Guinea",2020-08-14,4821,1402985,0.34
"Equatorial Guinea",2020-08-15,4821,1402985,0.34
"Equatorial Guinea",2020-08-16,4821,1402985,0.34
"Equatorial Guinea",2020-08-17,4821,1402985,0.34
"Equatorial Guinea",2020-08-18,4821,1402985,0.34
Bulgaria,2020-10-09,23871,6948445,0.34
Canada,2020-08-22,126560,37742157,0.34
Canada,2020-08-23,126817,37742157,0.34
Canada,2020-08-24,127594,37742157,0.34
Canada,2020-08-25,127903,37742157,0.34
Canada,2020-08-26,128380,37742157,0.34
Canada,2020-08-27,128836,37742157,0.34
Canada,2020-08-28,129342,37742157,0.34
Canada,2020-08-29,129639,37742157,0.34
Canada,2020-08-30,129888,37742157,0.34
"Cape Verde",2020-07-16,1894,555988,0.34
Bahamas,2020-08-17,1329,393248,0.34
Bahrain,2020-05-13,5816,1701583,0.34
Bangladesh,2021-03-09,552087,164689383,0.34
Bangladesh,2021-03-10,553105,164689383,0.34
Bangladesh,2021-03-11,554156,164689383,0.34
Bangladesh,2021-03-12,555222,164689383,0.34
Bangladesh,2021-03-13,556236,164689383,0.34
Bangladesh,2021-03-14,557395,164689383,0.34
Bangladesh,2021-03-15,559168,164689383,0.34
Bangladesh,2021-03-16,560887,164689383,0.34
Bangladesh,2021-03-17,562752,164689383,0.34
Bangladesh,2021-03-18,564939,164689383,0.34
Bangladesh,2021-03-19,566838,164689383,0.34
Barbados,2021-01-12,968,287371,0.34
Belarus,2020-05-20,32426,9449321,0.34
Belize,2020-09-08,1361,397621,0.34
Belize,2020-09-09,1365,397621,0.34
Belize,2020-09-10,1365,397621,0.34
Bolivia,2020-07-05,39297,11673029,0.34
"Bosnia and Herzegovina",2020-07-29,11127,3280815,0.34
"Sri Lanka",2021-02-10,72174,21413250,0.34
"Sri Lanka",2021-02-11,73116,21413250,0.34
Suriname,2020-08-04,1981,586634,0.34
Sweden,2020-05-23,34171,10099270,0.34
Sweden,2020-05-24,34381,10099270,0.34
Switzerland,2020-04-26,29061,8654618,0.34
Switzerland,2020-04-27,29164,8654618,0.34
Switzerland,2020-04-28,29264,8654618,0.34
Switzerland,2020-04-29,29407,8654618,0.34
Switzerland,2020-04-30,29586,8654618,0.34
Switzerland,2020-05-01,29705,8654618,0.34
Switzerland,2020-05-02,29817,8654618,0.34
Timor,2021-05-16,4458,1318442,0.34
"Trinidad and Tobago",2020-10-03,4715,1399491,0.34
"Trinidad and Tobago",2020-10-04,4763,1399491,0.34
"Trinidad and Tobago",2020-10-05,4767,1399491,0.34
Tunisia,2020-10-17,40542,11818618,0.34
Tunisia,2020-10-18,40542,11818618,0.34
Turkey,2020-09-08,283270,84339067,0.34
Turkey,2020-09-09,284943,84339067,0.34
Turkey,2020-09-10,286455,84339067,0.34
Turkey,2020-09-11,288126,84339067,0.34
Turkey,2020-09-12,289635,84339067,0.34
Ukraine,2020-09-09,146511,43733759,0.34
Ukraine,2020-09-10,149146,43733759,0.34
"United Arab Emirates",2020-05-29,33170,9890400,0.34
"United Arab Emirates",2020-05-30,33896,9890400,0.34
"United Kingdom",2020-05-16,229406,67886004,0.34
"United Kingdom",2020-05-17,231232,67886004,0.34
"United Kingdom",2020-05-18,233809,67886004,0.34
"United States",2020-05-01,1116012,331002647,0.34
Uruguay,2020-12-18,11950,3473727,0.34
Venezuela,2020-11-10,95445,28435943,0.34
Venezuela,2020-11-11,95750,28435943,0.34
Venezuela,2020-11-12,96140,28435943,0.34
Venezuela,2020-11-13,96441,28435943,0.34
Venezuela,2020-11-14,96933,28435943,0.34
Venezuela,2020-11-15,97352,28435943,0.34
Venezuela,2020-11-16,97739,28435943,0.34
Venezuela,2020-11-17,98050,28435943,0.34
Zambia,2021-02-07,62633,18383956,0.34
Slovakia,2020-10-10,18797,5459643,0.34
Slovenia,2020-10-07,7120,2078932,0.34
Spain,2020-04-10,158273,46754783,0.34
Seychelles,2021-01-04,322,98340,0.33
Singapore,2020-05-05,19410,5850343,0.33
Slovenia,2020-10-06,6764,2078932,0.33
"South Africa",2020-07-05,196750,59308690,0.33
Spain,2020-04-09,153222,46754783,0.33
"Trinidad and Tobago",2020-10-01,4570,1399491,0.33
"Trinidad and Tobago",2020-10-02,4629,1399491,0.33
Turkey,2020-09-03,274943,84339067,0.33
Turkey,2020-09-04,276555,84339067,0.33
Turkey,2020-09-05,278228,84339067,0.33
Turkey,2020-09-06,279806,84339067,0.33
Turkey,2020-09-07,281509,84339067,0.33
Ukraine,2020-09-08,143914,43733759,0.33
"United Arab Emirates",2020-05-28,32532,9890400,0.33
"United Kingdom",2020-05-13,222195,67886004,0.33
"United Kingdom",2020-05-14,224813,67886004,0.33
"United Kingdom",2020-05-15,227334,67886004,0.33
"United States",2020-04-30,1081105,331002647,0.33
"Sri Lanka",2021-02-08,70235,21413250,0.33
"Sri Lanka",2021-02-09,71211,21413250,0.33
Sweden,2020-05-21,33236,10099270,0.33
Sweden,2020-05-22,33768,10099270,0.33
Switzerland,2020-04-22,28268,8654618,0.33
Switzerland,2020-04-23,28496,8654618,0.33
Switzerland,2020-04-24,28677,8654618,0.33
Switzerland,2020-04-25,28894,8654618,0.33
Uruguay,2020-12-17,11436,3473727,0.33
Venezuela,2020-11-02,92705,28435943,0.33
Venezuela,2020-11-03,93100,28435943,0.33
Venezuela,2020-11-04,93480,28435943,0.33
Venezuela,2020-11-05,93921,28435943,0.33
Venezuela,2020-11-06,94305,28435943,0.33
Venezuela,2020-11-07,94698,28435943,0.33
Venezuela,2020-11-08,94883,28435943,0.33
Venezuela,2020-11-09,95149,28435943,0.33
Zambia,2021-02-05,60427,18383956,0.33
Zambia,2021-02-06,61427,18383956,0.33
Japan,2021-02-11,412125,126476458,0.33
Japan,2021-02-12,413441,126476458,0.33
Japan,2021-02-13,414803,126476458,0.33
Japan,2021-02-14,416154,126476458,0.33
Japan,2021-02-15,417127,126476458,0.33
Japan,2021-02-16,418435,126476458,0.33
Japan,2021-02-17,419896,126476458,0.33
Japan,2021-02-18,421421,126476458,0.33
Japan,2021-02-19,422718,126476458,0.33
Kazakhstan,2020-07-13,61755,18776707,0.33
Kosovo,2020-07-22,6286,1932774,0.33
Kosovo,2020-07-23,6467,1932774,0.33
Latvia,2020-11-01,6136,1886202,0.33
Latvia,2020-11-02,6268,1886202,0.33
Lebanon,2020-09-10,22437,6825442,0.33
Lesotho,2021-01-18,7018,2142252,0.33
Lesotho,2021-01-19,7018,2142252,0.33
Lesotho,2021-01-20,7035,2142252,0.33
Russia,2020-06-08,476043,145934460,0.33
Russia,2020-06-09,484630,145934460,0.33
"Saint Lucia",2021-01-16,611,183629,0.33
"Saint Lucia",2021-01-17,611,183629,0.33
"Sao Tome and Principe",2020-06-27,713,219161,0.33
"Sao Tome and Principe",2020-06-28,713,219161,0.33
"Sao Tome and Principe",2020-06-29,713,219161,0.33
"Sao Tome and Principe",2020-06-30,714,219161,0.33
"Sao Tome and Principe",2020-07-01,715,219161,0.33
"Sao Tome and Principe",2020-07-02,717,219161,0.33
"Sao Tome and Principe",2020-07-03,719,219161,0.33
"Sao Tome and Principe",2020-07-04,719,219161,0.33
"Sao Tome and Principe",2020-07-05,720,219161,0.33
"Sao Tome and Principe",2020-07-06,721,219161,0.33
"Sao Tome and Principe",2020-07-07,724,219161,0.33
"Sao Tome and Principe",2020-07-08,724,219161,0.33
"Sao Tome and Principe",2020-07-09,726,219161,0.33
"Sao Tome and Principe",2020-07-10,727,219161,0.33
"Sao Tome and Principe",2020-07-11,727,219161,0.33
"Sao Tome and Principe",2020-07-12,729,219161,0.33
"Sao Tome and Principe",2020-07-13,732,219161,0.33
"Sao Tome and Principe",2020-07-14,732,219161,0.33
"Saudi Arabia",2020-06-11,116021,34813867,0.33
Serbia,2020-07-23,22443,6804596,0.33
Hungary,2020-10-05,31480,9660350,0.33
Hungary,2020-10-06,32298,9660350,0.33
Iceland,2020-03-31,1135,341250,0.33
India,2020-09-10,4562414,1380004385,0.33
Indonesia,2021-01-16,896642,273523621,0.33
Indonesia,2021-01-17,907929,273523621,0.33
Iran,2020-07-19,273788,83992953,0.33
Iran,2020-07-20,276202,83992953,0.33
Iran,2020-07-21,278827,83992953,0.33
Iraq,2020-08-03,131886,40222503,0.33
Iraq,2020-08-04,134722,40222503,0.33
Israel,2020-07-03,28495,8655541,0.33
Italy,2020-04-26,197675,60461828,0.33
Italy,2020-04-27,199414,60461828,0.33
Italy,2020-04-28,201505,60461828,0.33
Jamaica,2020-11-12,9634,2961161,0.33
Jamaica,2020-11-13,9723,2961161,0.33
Jamaica,2020-11-14,9780,2961161,0.33
Jamaica,2020-11-15,9884,2961161,0.33
Libya,2020-09-12,22348,6871287,0.33
Libya,2020-09-13,22781,6871287,0.33
Liechtenstein,2020-10-04,126,38137,0.33
Liechtenstein,2020-10-05,127,38137,0.33
Lithuania,2020-10-23,9106,2722291,0.33
Malaysia,2020-12-28,106690,32365998,0.33
Maldives,2020-05-31,1773,540542,0.33
Malta,2020-08-19,1470,441539,0.33
Mauritania,2021-01-06,15111,4649660,0.33
Mauritania,2021-01-07,15214,4649660,0.33
Mauritania,2021-01-08,15352,4649660,0.33
Mauritania,2021-01-09,15429,4649660,0.33
Mauritania,2021-01-10,15512,4649660,0.33
Mexico,2020-07-31,424637,128932753,0.33
Monaco,2020-08-07,128,39244,0.33
Monaco,2020-08-08,131,39244,0.33
Mongolia,2021-04-04,10820,3278292,0.33
Montenegro,2020-07-18,2072,628062,0.33
Morocco,2020-09-29,121183,36910558,0.33
Pakistan,2021-04-10,721018,220892331,0.33
Pakistan,2021-04-11,725602,220892331,0.33
Pakistan,2021-04-12,729920,220892331,0.33
Pakistan,2021-04-13,734423,220892331,0.33
Pakistan,2021-04-14,739818,220892331,0.33
Palestine,2020-08-17,16844,5101416,0.33
Panama,2020-06-02,14095,4314768,0.33
Paraguay,2020-09-07,23353,7132530,0.33
Peru,2020-05-21,108769,32971846,0.33
Philippines,2020-10-18,356618,109581085,0.33
Philippines,2020-10-19,359169,109581085,0.33
Philippines,2020-10-20,360775,109581085,0.33
Philippines,2020-10-21,362243,109581085,0.33
Philippines,2020-10-22,363888,109581085,0.33
Philippines,2020-10-23,365799,109581085,0.33
Poland,2020-10-11,125816,37846605,0.33
Portugal,2020-06-03,33261,10196707,0.33
Portugal,2020-06-04,33592,10196707,0.33
Portugal,2020-06-05,33969,10196707,0.33
Romania,2020-08-10,62547,19237682,0.33
Romania,2020-08-11,63762,19237682,0.33
Namibia,2020-09-04,8323,2540916,0.33
Netherlands,2020-08-03,55786,17134873,0.33
Netherlands,2020-08-04,56279,17134873,0.33
Netherlands,2020-08-05,56750,17134873,0.33
"North Macedonia",2020-07-03,6787,2083380,0.33
"North Macedonia",2020-07-04,6932,2083380,0.33
Norway,2020-10-24,17749,5421242,0.33
Norway,2020-10-25,17909,5421242,0.33
Oman,2020-06-07,16882,5106622,0.33
Bahamas,2020-08-16,1315,393248,0.33
Bahrain,2020-05-12,5531,1701583,0.33
Bangladesh,2021-02-01,535582,164689383,0.33
Bangladesh,2021-02-02,536107,164689383,0.33
Bangladesh,2021-02-03,536545,164689383,0.33
Bangladesh,2021-02-04,537030,164689383,0.33
Bangladesh,2021-02-05,537465,164689383,0.33
Bangladesh,2021-02-06,537770,164689383,0.33
Bangladesh,2021-02-07,538062,164689383,0.33
Bangladesh,2021-02-08,538378,164689383,0.33
Bangladesh,2021-02-09,538765,164689383,0.33
Bangladesh,2021-02-10,539153,164689383,0.33
Bangladesh,2021-02-11,539531,164689383,0.33
Bangladesh,2021-02-12,539975,164689383,0.33
Bangladesh,2021-02-13,540266,164689383,0.33
Bangladesh,2021-02-14,540592,164689383,0.33
Bangladesh,2021-02-15,541038,164689383,0.33
Bangladesh,2021-02-16,541434,164689383,0.33
Bangladesh,2021-02-17,541877,164689383,0.33
Bangladesh,2021-02-18,542268,164689383,0.33
Bangladesh,2021-02-19,542674,164689383,0.33
Bangladesh,2021-02-20,543024,164689383,0.33
Bangladesh,2021-02-21,543351,164689383,0.33
Bangladesh,2021-02-22,543717,164689383,0.33
Bangladesh,2021-02-23,544116,164689383,0.33
Bangladesh,2021-02-24,544544,164689383,0.33
Bangladesh,2021-02-25,544954,164689383,0.33
Bangladesh,2021-02-26,545424,164689383,0.33
Bangladesh,2021-02-27,545831,164689383,0.33
Bangladesh,2021-02-28,546216,164689383,0.33
Bangladesh,2021-03-01,546801,164689383,0.33
Bangladesh,2021-03-02,547316,164689383,0.33
Bangladesh,2021-03-03,547930,164689383,0.33
Bangladesh,2021-03-04,548549,164689383,0.33
Bangladesh,2021-03-05,549184,164689383,0.33
Bangladesh,2021-03-06,549724,164689383,0.33
Bangladesh,2021-03-07,550330,164689383,0.33
Bangladesh,2021-03-08,551175,164689383,0.33
Belarus,2020-05-19,31508,9449321,0.33
Belgium,2020-04-19,38496,11589616,0.33
Belize,2020-09-07,1307,397621,0.33
Bolivia,2020-07-04,38071,11673029,0.33
"Bosnia and Herzegovina",2020-07-28,10766,3280815,0.33
Germany,2020-09-19,272932,83783945,0.33
Germany,2020-09-20,273965,83783945,0.33
Germany,2020-09-21,275560,83783945,0.33
Germany,2020-09-22,277412,83783945,0.33
Germany,2020-09-23,279025,83783945,0.33
Greece,2020-10-28,34299,10423056,0.33
Guatemala,2020-08-12,59089,17915567,0.33
Guyana,2020-09-24,2579,786559,0.33
Honduras,2020-07-18,32793,9904608,0.33
Chile,2020-05-20,62205,19116209,0.33
Comoros,2021-02-02,2848,869595,0.33
Comoros,2021-02-03,2892,869595,0.33
"Costa Rica",2020-07-29,16800,5094114,0.33
Croatia,2020-09-12,13368,4105268,0.33
Croatia,2020-09-13,13533,4105268,0.33
Croatia,2020-09-14,13598,4105268,0.33
Croatia,2020-09-15,13749,4105268,0.33
Cuba,2021-02-13,37483,11326616,0.33
Estonia,2020-10-24,4351,1326539,0.33
Estonia,2020-10-25,4411,1326539,0.33
Estonia,2020-10-26,4428,1326539,0.33
Eswatini,2020-08-16,3839,1160164,0.33
Finland,2020-11-10,18107,5540718,0.33
Finland,2020-11-11,18345,5540718,0.33
Finland,2020-11-12,18542,5540718,0.33
France,2020-07-24,219932,67564251,0.33
France,2020-07-25,220020,67564251,0.33
France,2020-07-26,220020,67564251,0.33
France,2020-07-27,222508,67564251,0.33
France,2020-07-28,223072,67564251,0.33
France,2020-07-29,224542,67564251,0.33
France,2020-07-30,225931,67564251,0.33
Gabon,2020-07-29,7352,2225728,0.33
Gabon,2020-07-30,7352,2225728,0.33
Gabon,2020-07-31,7352,2225728,0.33
Botswana,2020-11-05,7835,2351625,0.33
Botswana,2020-11-06,7835,2351625,0.33
Botswana,2020-11-07,7835,2351625,0.33
Botswana,2020-11-08,7835,2351625,0.33
Botswana,2020-11-09,7835,2351625,0.33
Botswana,2020-11-10,7835,2351625,0.33
Botswana,2020-11-11,7835,2351625,0.33
Brazil,2020-06-07,691758,212559409,0.33
Brazil,2020-06-08,707412,212559409,0.33
Bulgaria,2020-10-07,22743,6948445,0.33
Bulgaria,2020-10-08,23259,6948445,0.33
Canada,2020-08-12,122703,37742157,0.33
Canada,2020-08-13,123180,37742157,0.33
Canada,2020-08-14,123605,37742157,0.33
Canada,2020-08-15,123825,37742157,0.33
